"transcript_biotype" "entrezgene" "ensembl_gene_id" "ensembl_gene_id_version" "hgnc_symbol" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val"
"AQP1" "protein_coding" 358 "ENSG00000240583" "ENSG00000240583.11" "AQP1" -1.23753664544761 5.29525430396571 -3.88908399825636 7.02524595791199e-05 0.00612375130881617
"INMT" "protein_coding" 11185 "ENSG00000241644" "ENSG00000241644.2" "INMT" -1.63744072755704 1.85259813404072 -3.88450822002884 7.14920750401973e-05 0.00617702926632311
"SRPX" "protein_coding" 8406 "ENSG00000101955" "ENSG00000101955.14" "SRPX" -1.80107684791498 0.359555939297572 -3.88337644744643 7.18148613500762e-05 0.00617702926632311
"JCAD" "protein_coding" 57608 "ENSG00000165757" "ENSG00000165757.8" "JCAD" -1.01348692709523 4.01723712646352 -3.88048286701429 7.2587532179212e-05 0.00618467971049659
"ACSM5" "protein_coding" 54988 "ENSG00000183549" "ENSG00000183549.10" "ACSM5" 1.50278175071543 5.21220330860279 3.87951717397334 7.28561746000908e-05 0.00618467971049659
"C11orf96" "protein_coding" 387763 "ENSG00000187479" "ENSG00000187479.6" "C11orf96" -1.27050362021802 3.08251521550164 -3.87454474096836 7.42425515807535e-05 0.00621366409291846
"TAX1BP3" "protein_coding" 30851 "ENSG00000213977" "ENSG00000213977.7" "TAX1BP3" -0.939567232525146 3.25865974862929 -3.87366206437732 7.44914983432007e-05 0.00621366409291846
"SNAI1" "protein_coding" 6615 "ENSG00000124216" "ENSG00000124216.3" "SNAI1" -1.30593232736647 0.753783491651217 -3.87316283161525 7.46328609867015e-05 0.00621366409291846
"OLFML3" "protein_coding" 56944 "ENSG00000116774" "ENSG00000116774.11" "OLFML3" -1.34794142235979 2.2967037950578 -3.86175885872688 7.7928555455965e-05 0.00644672661313423
"FOXS1" "protein_coding" 2307 "ENSG00000179772" "ENSG00000179772.7" "FOXS1" -1.34778495134521 0.639804361796288 -3.85613695286987 7.9603558473194e-05 0.00654361403449268
"ZNF469" "protein_coding" 84627 "ENSG00000225614" "ENSG00000225614.2" "ZNF469" -1.25658045817486 0.0776759524146208 -3.84466994814169 8.31262376241112e-05 0.00679021115888023
"PDE9A" "protein_coding" 5152 "ENSG00000160191" "ENSG00000160191.17" "PDE9A" -1.51178970766143 2.06220984327846 -3.84153586659789 8.41173241363097e-05 0.00682822378676494
"CHST1" "protein_coding" 8534 "ENSG00000175264" "ENSG00000175264.7" "CHST1" -1.30564221105676 1.39639737174875 -3.82567049234994 8.92909994536143e-05 0.0072031770242456
"C1QTNF1" "protein_coding" 114897 "ENSG00000173918" "ENSG00000173918.14" "C1QTNF1" -1.42323721281031 3.66053536060229 -3.82147271883658 9.07113229136588e-05 0.00725007660705662
"TBKBP1" "protein_coding" 9755 "ENSG00000198933" "ENSG00000198933.9" "TBKBP1" -0.885311878429789 2.52602455565851 -3.82065555733001 9.09887963466453e-05 0.00725007660705662
"MAP1B" "protein_coding" 4131 "ENSG00000131711" "ENSG00000131711.14" "MAP1B" -1.00875641779903 3.42553089809415 -3.81069472990366 9.44526932331778e-05 0.00745795044060433
"ANTXR1" "protein_coding" 84168 "ENSG00000169604" "ENSG00000169604.19" "ANTXR1" -1.23832442629128 3.33752630903927 -3.80986735636517 9.47460596473448e-05 0.00745795044060433
"KNDC1" "protein_coding" 85442 "ENSG00000171798" "ENSG00000171798.17" "KNDC1" -3.1581774235889 0.679489375346068 -3.81285089220593 9.57581818202464e-05 0.0074922124426588
"MFGE8" "protein_coding" 4240 "ENSG00000140545" "ENSG00000140545.14" "MFGE8" -0.856561312536605 4.37450314244826 -3.80441868038275 9.66989784813715e-05 0.0074923445452545
"TNXB" "protein_coding" 7148 "ENSG00000168477" "ENSG00000168477.18" "TNXB" -1.3607766144385 2.02888654748691 -3.80382814250238 9.69136036035383e-05 0.0074923445452545
"DNAH11" "protein_coding" 8701 "ENSG00000105877" "ENSG00000105877.17" "DNAH11" 1.60741235609869 -0.215477695633921 3.79904499796444 9.86722064240684e-05 0.00753238404896262
"ID4" "protein_coding" 3400 "ENSG00000172201" "ENSG00000172201.11" "ID4" -1.41105777456265 0.759122129349929 -3.79871122785562 9.87869678947727e-05 0.00753238404896262
"TGFB1" "protein_coding" 7040 "ENSG00000105329" "ENSG00000105329.9" "TGFB1" -1.07467959775407 4.60251553761867 -3.79627381191086 9.96896665915373e-05 0.00753238404896262
"MYL9" "protein_coding" 10398 "ENSG00000101335" "ENSG00000101335.9" "MYL9" -1.0156397579806 5.46447440227704 -3.79610836351483 9.97513132446544e-05 0.00753238404896262
"SORCS2" "protein_coding" 57537 "ENSG00000184985" "ENSG00000184985.16" "SORCS2" -2.14691696065685 1.18953591699598 -3.79133282534111 0.000101762857490571 0.00762482816862938
"DIO1" "protein_coding" 1733 "ENSG00000211452" "ENSG00000211452.10" "DIO1" 1.60938103287431 5.40799487095229 3.7889459995771 0.000102465780733204 0.00762482816862938
"ZNF521" "protein_coding" 25925 "ENSG00000198795" "ENSG00000198795.10" "ZNF521" -1.18782345323832 0.396211958686425 -3.78791276054856 0.00010285077533076 0.00762482816862938
"ATP1B2" "protein_coding" 482 "ENSG00000129244" "ENSG00000129244.8" "ATP1B2" -1.18649762440203 0.997964105927932 -3.78494903256391 0.000103993885937671 0.00762482816862938
"HTRA3" "protein_coding" 94031 "ENSG00000170801" "ENSG00000170801.9" "HTRA3" -1.61048551128974 1.78930433320103 -3.78219157689027 0.000105079641124704 0.00762482816862938
"AATK" "protein_coding" 9625 "ENSG00000181409" "ENSG00000181409.11" "AATK" -1.35297664752445 0.55996606945707 -3.78215044454936 0.000105085033087052 0.00762482816862938
"LOXL1" "protein_coding" 4016 "ENSG00000129038" "ENSG00000129038.15" "LOXL1" -1.60383738652314 1.33010291111333 -3.78163427821013 0.000105297478844361 0.00762482816862938
"GPR88" "protein_coding" 54112 "ENSG00000181656" "ENSG00000181656.6" "GPR88" 2.38314843092463 1.84519377734976 3.78193244397664 0.000105672087338565 0.00762482816862938
"SPECC1" "protein_coding" 92521 "ENSG00000128487" "ENSG00000128487.16" "SPECC1" -1.20587399284724 2.24255294063187 -3.77538410145992 0.000107765724184354 0.0077235388204761
"ASPN" "protein_coding" 54829 "ENSG00000106819" "ENSG00000106819.11" "ASPN" -1.3447756163361 3.0982511434374 -3.77358920043961 0.00010848844374583 0.0077235388204761
"LGI2" "protein_coding" 55203 "ENSG00000153012" "ENSG00000153012.11" "LGI2" -1.33396515942881 -0.155714340551776 -3.77240870629184 0.00010896574843719 0.0077235388204761
"RBMS3" "protein_coding" 27303 "ENSG00000144642" "ENSG00000144642.21" "RBMS3" -1.06394048744359 1.3699636968823 -3.76810025832789 0.000110724419733816 0.0077235388204761
"AXL" "protein_coding" 558 "ENSG00000167601" "ENSG00000167601.11" "AXL" -0.98602945527584 3.09703265642113 -3.76759291706086 0.000110933342636016 0.0077235388204761
"FSCN1" "protein_coding" 6624 "ENSG00000075618" "ENSG00000075618.17" "FSCN1" -0.934395597182857 4.66164134659594 -3.7669544572612 0.000111196793179973 0.0077235388204761
"LINGO1" "protein_coding" 84894 "ENSG00000169783" "ENSG00000169783.12" "LINGO1" -1.48488099307435 1.73423022344321 -3.76694978493418 0.000111202784064446 0.0077235388204761
"LAMA2" "protein_coding" 3908 "ENSG00000196569" "ENSG00000196569.12" "LAMA2" -1.81103562363895 1.97991170468191 -3.75972461399324 0.000114276560285896 0.00788310114538746
"PRELP" "protein_coding" 5549 "ENSG00000188783" "ENSG00000188783.5" "PRELP" -1.74399972380252 2.87025887129064 -3.75865076020246 0.000114714052700818 0.00788310114538746
"TDRP" "protein_coding" 157695 "ENSG00000180190" "ENSG00000180190.11" "TDRP" -1.18462294721003 2.74929841219135 -3.75655196499664 0.000115573587064577 0.0079003670989196
"ACKR1" "protein_coding" 2532 "ENSG00000213088" "ENSG00000213088.10" "ACKR1" -2.15629171106581 -0.8279078960533 -3.75357318523221 0.00011714295952168 0.00796572124747421
"PHF7" "protein_coding" 51533 "ENSG00000010318" "ENSG00000010318.20" "PHF7" 0.718942823457364 1.98137516965312 3.74958037679075 0.000118597435591718 0.00802262236179811
"HMGN5" "protein_coding" 79366 "ENSG00000198157" "ENSG00000198157.10" "HMGN5" 1.11454610795117 1.83665776725571 3.74645994954879 0.000119975034072286 0.00807376032399404
"UNC5C" "protein_coding" 8633 "ENSG00000182168" "ENSG00000182168.14" "UNC5C" -1.17783097264804 -0.045358208996722 -3.74386265222404 0.000121133242460513 0.00809704928808984
"EME1" "protein_coding" 146956 "ENSG00000154920" "ENSG00000154920.14" "EME1" 1.04556935704662 0.750999325490278 3.74289370440795 0.000121567955896021 0.00809704928808984
"BCHE" "protein_coding" 590 "ENSG00000114200" "ENSG00000114200.9" "BCHE" 1.68695286075803 3.87062217469733 3.74096997605732 0.000122463721045018 0.0081150959639423
"FOXF1" "protein_coding" 2294 "ENSG00000103241" "ENSG00000103241.6" "FOXF1" -1.26610991899648 0.240100035542883 -3.73819781340922 0.000123696291906953 0.00815516466643404
"ID1" "protein_coding" 3397 "ENSG00000125968" "ENSG00000125968.8" "ID1" -1.26625453618416 3.87248887887996 -3.73171835261599 0.00012669050178892 0.00831038503653784
"ARHGEF10" "protein_coding" 9639 "ENSG00000104728" "ENSG00000104728.15" "ARHGEF10" -1.00541931034423 1.8547390775671 -3.72958165402133 0.000127692493529801 0.00833402063299025
"TAGLN" "protein_coding" 6876 "ENSG00000149591" "ENSG00000149591.16" "TAGLN" -0.997438968000997 5.48930304538544 -3.72671431104009 0.000129049331145633 0.00838046356459744
"PTK7" "protein_coding" 5754 "ENSG00000112655" "ENSG00000112655.15" "PTK7" -1.52919869012833 2.4026045377442 -3.72181561438316 0.000131408069145097 0.0084761325050701
"FXYD6" "protein_coding" 53826 "ENSG00000137726" "ENSG00000137726.16" "FXYD6" -0.969858150044585 3.18039609584811 -3.71972762593156 0.000132412744122674 0.0084761325050701
"CCDC80" "protein_coding" 151887 "ENSG00000091986" "ENSG00000091986.15" "CCDC80" -1.6507739261777 3.44466167621574 -3.71964112807313 0.000132480358679491 0.0084761325050701
"FBLN2" "protein_coding" 2199 "ENSG00000163520" "ENSG00000163520.13" "FBLN2" -1.61986185650318 3.11384497924177 -3.7040251021402 0.000140299431190133 0.00882640280474043
"SLC44A2" "protein_coding" 57153 "ENSG00000129353" "ENSG00000129353.14" "SLC44A2" -0.822933174797846 4.90946818963813 -3.70230761472606 0.000141163211092658 0.00882640280474043
"GAS6" "protein_coding" 2621 "ENSG00000183087" "ENSG00000183087.14" "GAS6" -1.02848235753867 5.52411043351285 -3.70204446454757 0.000141299495271474 0.00882640280474043
"ABCG8" "protein_coding" 64241 "ENSG00000143921" "ENSG00000143921.7" "ABCG8" 1.57727068087529 4.79676987059111 3.70185712384347 0.000141412872876362 0.00882640280474043
"HDAC7" "protein_coding" 51564 "ENSG00000061273" "ENSG00000061273.17" "HDAC7" -0.758561063990833 4.62004744434808 -3.69968461383793 0.000142527198311685 0.00882640280474043
"KIF26B" "protein_coding" 55083 "ENSG00000162849" "ENSG00000162849.15" "KIF26B" -1.68202852246427 0.620775408061103 -3.69954414904388 0.000142637755320235 0.00882640280474043
"CYP7A1" "protein_coding" 1581 "ENSG00000167910" "ENSG00000167910.3" "CYP7A1" 2.38985427490876 3.76462218296684 3.70052433404199 0.000142931135798222 0.00882640280474043
"MXRA5" "protein_coding" 25878 "ENSG00000101825" "ENSG00000101825.7" "MXRA5" -1.48062004170499 1.88810444218701 -3.69804752898406 0.000143391668601804 0.00882640280474043
"KIF26A" "protein_coding" 26153 "ENSG00000066735" "ENSG00000066735.14" "KIF26A" -1.24051490349881 0.449853861165805 -3.68699906176937 0.000149301649849474 0.00911008822058429
"JAG2" "protein_coding" 3714 "ENSG00000184916" "ENSG00000184916.8" "JAG2" -0.918852386816146 3.30464170804528 -3.68569716015396 0.000150013496666549 0.00911008822058429
"LIMD2" "protein_coding" 80774 "ENSG00000136490" "ENSG00000136490.8" "LIMD2" -1.11873375774776 3.23359363682516 -3.68553103970241 0.000150104625747231 0.00911008822058429
"DAO" "protein_coding" 1610 "ENSG00000110887" "ENSG00000110887.7" "DAO" 1.41523503317236 4.58728655029937 3.68344060531289 0.0001512593171512 0.00913746981934787
"KIRREL1" "protein_coding" 55243 "ENSG00000183853" "ENSG00000183853.17" "KIRREL1" -1.10969177333026 2.82452709717637 -3.6814363993234 0.000152366730911585 0.00916175509759102
"CACNA1H" "protein_coding" 8912 "ENSG00000196557" "ENSG00000196557.12" "CACNA1H" -1.78871905805006 3.19847431880233 -3.66789605709022 0.000160171313725275 0.00958573735289933
"RAC3" "protein_coding" 5881 "ENSG00000169750" "ENSG00000169750.8" "RAC3" 1.00963046082813 3.56121104827816 3.66650042120741 0.000160893959264864 0.00958573735289933
"FKBP10" "protein_coding" 60681 "ENSG00000141756" "ENSG00000141756.18" "FKBP10" -1.22864232835551 3.86174794385516 -3.66034633971122 0.000164537143524318 0.00974342847260407
"TMEM119" "protein_coding" 338773 "ENSG00000183160" "ENSG00000183160.8" "TMEM119" -1.71355229425069 0.722186381545659 -3.65960764245828 0.000165041135199638 0.00974342847260407
"EGFL7" "protein_coding" 51162 "ENSG00000172889" "ENSG00000172889.15" "EGFL7" -0.969718366945502 5.13582835785327 -3.65616104232922 0.000167058560598842 0.00981790309980885
